"","outer_left_eyebrow_x","outer_left_eyebrow_y","inner_left_eyebrow_x","inner_left_eyebrow_y","inner_right_eyebrow_x","inner_right_eyebrow_y","outer_right_eyebrow_x","outer_right_eyebrow_y","top_nose_x","top_nose_y","nose_tip_x","nose_tip_y","outer_left_eye_corner_x","outer_left_eye_corner_y","inner_left_eye_corner_x","inner_left_eye_corner_y","inner_right_eye_corner_x","inner_right_eye_corner_y","outer_right_eye_corner_x","outer_right_eye_corner_y","left_mouth_corner_x","left_mouth_corner_y","right_mouth_corner_x","right_mouth_corner_y"
"2150",0.189655172413793,0.423865006026517,0.457947855340622,0.414222579349136,0.547518923465097,0.403374849337083,0.820016820857864,0.403374849337083,0.508830950378469,0.465648854961832,0.52565180824222,0.648854961832061,0.276282590412111,0.458818802732021,0.415054667788057,0.474889513860988,0.601766190075694,0.465247087183608,0.740958788898234,0.442346323824829,0.393187552565181,0.783848935315388,0.634566862910008,0.774608276416231
"276_1",0.138903126601743,0.539389067524116,0.387493593029216,0.5,0.49308047155305,0.490755627009646,0.771399282419272,0.521704180064309,0.441824705279344,0.561495176848875,0.443874935930292,0.705385852090032,0.223475140953357,0.578778135048232,0.359815479241415,0.588826366559486,0.540235776524859,0.581189710610932,0.677601230138391,0.564710610932476,0.348539210661199,0.833601286173633,0.592004100461302,0.820739549839228
"160_3",0.159525979945305,0.464359861591696,0.398359161349134,0.430449826989619,0.502278942570647,0.434602076124567,0.752051048313582,0.481660899653979,0.445761166818596,0.481660899653979,0.437556973564266,0.617993079584775,0.231540565177758,0.496193771626298,0.36098450319052,0.501730103806228,0.536007292616226,0.507266435986159,0.666362807657247,0.509342560553633,0.298085688240656,0.752249134948097,0.579762989972653,0.757093425605536
"2008",0.18610747051114,0.508771929824561,0.427916120576671,0.499484004127967,0.555045871559633,0.501547987616099,0.794888597640891,0.514963880288958,0.486238532110092,0.552631578947368,0.479685452162516,0.685758513931889,0.260812581913499,0.547987616099071,0.395806028833552,0.563983488132095,0.579292267365662,0.56656346749226,0.712319790301442,0.553147574819401,0.362385321100917,0.808565531475748,0.59829619921363,0.812177502579979
"244_3",0.170997485331098,0.47593896713615,0.410729253981559,0.451291079812207,0.558256496227997,0.455399061032864,0.810561609388097,0.480046948356808,0.489522212908634,0.511150234741784,0.486169321039396,0.660211267605634,0.250628667225482,0.512910798122066,0.39731768650461,0.526995305164319,0.57837384744342,0.526995305164319,0.726739312657167,0.515258215962441,0.352891869237217,0.798708920187793,0.632020117351215,0.796948356807512
"152_1",0.178630136986301,0.46131568059578,0.472876712328767,0.426975589573852,0.562739726027397,0.422010757136947,0.827397260273973,0.452627223831196,0.515616438356164,0.483657426561854,0.518356164383562,0.610260653702937,0.263013698630137,0.515515101365329,0.406027397260274,0.511377741001241,0.608219178082192,0.508895324782789,0.747945205479452,0.509722796855606,0.365479452054795,0.778237484484899,0.654246575342466,0.772858916011585
"309_3",0.22927807486631,0.429490616621984,0.477272727272727,0.411260053619303,0.604946524064171,0.410723860589812,0.832219251336898,0.437533512064343,0.540775401069519,0.462198391420912,0.542780748663102,0.581769436997319,0.318850267379679,0.474530831099196,0.446524064171123,0.481501340482574,0.622326203208556,0.484718498659517,0.745320855614973,0.482573726541555,0.393048128342246,0.735120643431635,0.653743315508021,0.743163538873995
"212_2",0.214102564102564,0.436647173489279,0.462820512820513,0.41130604288499,0.584615384615385,0.415204678362573,0.817948717948718,0.448343079922027,0.521794871794872,0.467836257309941,0.514102564102564,0.608187134502924,0.297435897435897,0.47270955165692,0.432051282051282,0.481481481481481,0.601282051282051,0.487329434697856,0.734615384615385,0.484405458089669,0.365384615384615,0.748538011695906,0.634615384615385,0.761208576998051
"2157",0.133013519406891,0.399762752075919,0.425207152202355,0.358639778568604,0.539467945922372,0.357453538948201,0.830789358918447,0.402530644523527,0.48015699956389,0.43930407275603,0.473179241168775,0.591142744167655,0.232010466637593,0.43930407275603,0.387265590928914,0.457493080268881,0.581770606192761,0.458679319889284,0.733536851286524,0.444444444444444,0.347143480157,0.777382364570977,0.605320540776276,0.777777777777778
"136_2",0.179775280898876,0.387931034482759,0.447565543071161,0.367097701149425,0.553370786516854,0.369971264367816,0.807116104868914,0.399425287356322,0.506554307116105,0.439655172413793,0.514044943820225,0.589080459770115,0.267790262172285,0.455459770114943,0.403558052434457,0.463362068965517,0.595505617977528,0.466235632183908,0.726591760299625,0.461925287356322,0.367041198501873,0.72485632183908,0.630149812734082,0.728448275862069
"159_2",0.219165085388994,0.500375093773443,0.467741935483871,0.463615903975994,0.543643263757116,0.465866466616654,0.777988614800759,0.498124531132783,0.505692599620493,0.504876219054764,0.510436432637571,0.648912228057014,0.290322580645161,0.511627906976744,0.412713472485769,0.516129032258065,0.589184060721063,0.516879219804951,0.707779886148008,0.511627906976744,0.375711574952562,0.759189797449362,0.627134724857685,0.764441110277569
"160_4",0.19359756097561,0.453401943967982,0.445884146341463,0.436821040594626,0.535060975609756,0.435677530017153,0.775914634146341,0.447684391080617,0.498475609756098,0.487707261292167,0.518292682926829,0.620926243567753,0.26219512195122,0.497427101200686,0.397103658536585,0.50485991995426,0.573170731707317,0.50485991995426,0.705030487804878,0.492281303602058,0.376524390243902,0.758147512864494,0.613567073170732,0.757004002287021
"280_2",0.156094870380585,0.482323232323232,0.421400992829564,0.452441077441077,0.551020408163265,0.447811447811448,0.80584666298952,0.474326599326599,0.49034749034749,0.497895622895623,0.495863210148924,0.662037037037037,0.248758963044677,0.510942760942761,0.378929950358522,0.515572390572391,0.589630446773304,0.511784511784512,0.715940430226145,0.503787878787879,0.34473248758963,0.788720538720539,0.633756205184777,0.782828282828283
"244_4",0.167619047619048,0.493562231759657,0.425714285714286,0.479256080114449,0.547619047619048,0.47997138769671,0.802857142857143,0.494992846924177,0.491428571428571,0.535050071530758,0.499047619047619,0.671673819742489,0.243809523809524,0.548640915593705,0.382857142857143,0.553648068669528,0.591428571428571,0.555078683834049,0.727619047619048,0.550786838340486,0.355238095238095,0.804005722460658,0.631428571428571,0.794706723891273
"257_1",0.19746835443038,0.517307692307692,0.448945147679325,0.512820512820513,0.581434599156118,0.515384615384615,0.822784810126582,0.520512820512821,0.519831223628692,0.565384615384615,0.525738396624473,0.7,0.281856540084388,0.562820512820513,0.415189873417722,0.573076923076923,0.612658227848101,0.574358974358974,0.744303797468354,0.566025641025641,0.414345991561181,0.816025641025641,0.631223628691983,0.81474358974359
"141_3",0.212461059190031,0.455874936964196,0.448598130841121,0.420574886535552,0.570093457943925,0.418557740796773,0.795015576323988,0.438224911749874,0.519626168224299,0.48613212304589,0.532710280373832,0.607160867372668,0.297819314641745,0.51084215834594,0.424922118380062,0.509329299041856,0.597507788161994,0.505295007564297,0.719003115264798,0.498234997478568,0.412461059190031,0.773071104387292,0.644859813084112,0.767019667170953
"265_3",0.179186228482003,0.472477064220183,0.450704225352113,0.442660550458716,0.572769953051643,0.435206422018349,0.826291079812207,0.44954128440367,0.516431924882629,0.504587155963303,0.525821596244131,0.63302752293578,0.263693270735524,0.526376146788991,0.412363067292645,0.531536697247706,0.611111111111111,0.524082568807339,0.754303599374022,0.50802752293578,0.387323943661972,0.788990825688073,0.661971830985915,0.783830275229358
"173_1",0.190223166843783,0.416149068322981,0.438894792773645,0.426242236024845,0.579171094580234,0.43944099378882,0.825717321997875,0.456521739130435,0.501594048884166,0.495341614906832,0.48884165781084,0.618788819875776,0.260361317747078,0.486024844720497,0.405951115834219,0.507763975155279,0.595111583421892,0.521739130434783,0.741764080765143,0.516304347826087,0.323060573857598,0.744565217391304,0.63230605738576,0.756987577639752
"2073",0.201330108827086,0.476234425473004,0.471584038694075,0.44116289801569,0.594316807738815,0.438394093216428,0.845828295042322,0.456852791878173,0.541112454655381,0.523765574526996,0.558645707376058,0.684817720350715,0.288996372430472,0.536225196123673,0.449818621523579,0.550069220119981,0.619709794437727,0.544531610521458,0.774486094316808,0.521458237194278,0.417775090689238,0.816335948315644,0.671100362756953,0.808491001384402
"238_1",0.219489981785064,0.475192173305381,0.461748633879781,0.455625436757512,0.595628415300546,0.448637316561845,0.83879781420765,0.453529000698812,0.531876138433515,0.522012578616352,0.528233151183971,0.661774982529699,0.299635701275046,0.534591194968553,0.438069216757741,0.542976939203354,0.627504553734062,0.534591194968553,0.762295081967213,0.519217330538085,0.383424408014572,0.784067085953878,0.680327868852459,0.781271837875611
"269_3",0.170018281535649,0.392523364485981,0.430530164533821,0.355807743658211,0.56764168190128,0.355807743658211,0.829067641681901,0.397863818424566,0.5,0.401201602136182,0.497257769652651,0.524032042723631,0.240402193784278,0.434579439252336,0.391224862888483,0.434579439252336,0.59963436928702,0.433911882510013,0.752285191956124,0.435914552736983,0.337294332723949,0.738985313751669,0.644424131627057,0.7456608811749
"182_1",0.23717409587889,0.543402777777778,0.475189234650967,0.537615740740741,0.584524810765349,0.542824074074074,0.821698906644239,0.563657407407407,0.529857022708158,0.595486111111111,0.528174936921783,0.719907407407407,0.304457527333894,0.605324074074074,0.441547518923465,0.611689814814815,0.613120269133726,0.615740740740741,0.750210260723297,0.61400462962963,0.386038687973087,0.83912037037037,0.636669470142977,0.845486111111111
"294_3",0.202342225113858,0.49658203125,0.458685751463891,0.50244140625,0.56213402732596,0.5,0.797657774886142,0.50341796875,0.515940143135979,0.5458984375,0.52309694209499,0.6767578125,0.270006506180872,0.54833984375,0.407286922576448,0.56396484375,0.605074821080026,0.56396484375,0.735849056603774,0.55224609375,0.368900455432661,0.79296875,0.641509433962264,0.80029296875
"206_3",0.183259911894273,0.446595460614152,0.434361233480176,0.419893190921228,0.609691629955947,0.416555407209613,0.855506607929515,0.455941255006676,0.522466960352423,0.489986648865154,0.520704845814978,0.638851802403204,0.266960352422907,0.499332443257677,0.422907488986784,0.510013351134846,0.617621145374449,0.512683578104139,0.772687224669603,0.506008010680908,0.370044052863436,0.783044058744993,0.658149779735683,0.784379172229639
"110_1",0.185614849187935,0.485343855693348,0.439288476411446,0.426155580608794,0.580819798917247,0.42108229988726,0.831399845320959,0.444757609921082,0.518948182521268,0.507328072153326,0.537509667440062,0.611048478015784,0.280742459396752,0.533821871476888,0.433874709976798,0.536076662908681,0.612529002320186,0.528184892897407,0.759474091260634,0.511837655016911,0.405259087393658,0.780157835400225,0.682134570765661,0.768883878241263
"234_1",0.171708185053381,0.412429378531073,0.416370106761566,0.417372881355932,0.544483985765125,0.423728813559322,0.806049822064057,0.430084745762712,0.477758007117438,0.458333333333333,0.465302491103203,0.567796610169492,0.252669039145907,0.461864406779661,0.376334519572954,0.470338983050847,0.591637010676157,0.475988700564972,0.717081850533808,0.476694915254237,0.337188612099644,0.69774011299435,0.621886120996441,0.70409604519774
"122_3",0.219570405727924,0.451711491442543,0.428003182179793,0.411980440097799,0.542561654733492,0.410146699266504,0.768496420047733,0.454767726161369,0.487669053301512,0.471882640586797,0.486077963404932,0.600855745721271,0.278440731901352,0.486552567237164,0.400954653937947,0.490831295843521,0.579952267303103,0.492665036674817,0.700875099443119,0.491442542787286,0.350835322195704,0.757946210268949,0.619729514717582,0.753056234718826
"305_3",0.21708436286622,0.461356466876972,0.485351217790328,0.432965299684543,0.605012354394635,0.429547844374343,0.851747264384045,0.45136698212408,0.548182139075185,0.479758149316509,0.557712672079068,0.64143007360673,0.30780091775503,0.497108307045216,0.448641016590187,0.498948475289169,0.636780797740911,0.497108307045216,0.77162019061066,0.491062039957939,0.396399576420755,0.759989484752892,0.697140840098835,0.76130389064143
"155_2",0.1981220657277,0.452008168822328,0.430046948356808,0.400272294077604,0.535211267605634,0.394826412525528,0.773708920187793,0.439074200136147,0.47887323943662,0.439074200136147,0.476056338028169,0.550034036759701,0.274178403755869,0.468345813478557,0.391549295774648,0.458815520762423,0.580281690140845,0.453369639210347,0.694835680751174,0.458134785568414,0.36056338028169,0.731109598366236,0.610328638497653,0.716814159292035
"191_4",0.17199558985667,0.452006980802792,0.396912899669239,0.400523560209424,0.541345093715546,0.389179755671902,0.788313120176406,0.428446771378709,0.479603087100331,0.480802792321117,0.486218302094818,0.612565445026178,0.255788313120176,0.514834205933682,0.392502756339581,0.514834205933682,0.573318632855568,0.506108202443281,0.708930540242558,0.493891797556719,0.383682469680265,0.780977312390925,0.614112458654906,0.773996509598604
"248_4",0.197684772929653,0.466084620550705,0.434550311665183,0.456682337139019,0.586821015138023,0.45265278710544,0.814781834372217,0.458025520483546,0.514692787177204,0.517797179314976,0.522707034728406,0.654801880456682,0.276936776491541,0.523841504365346,0.409617097061443,0.532572196104768,0.607301869991095,0.530557421087979,0.73820124666073,0.51846877098724,0.405164737310775,0.803223640026864,0.617097061442565,0.800537273337811
"227_3",0.233796296296296,0.449152542372881,0.460648148148148,0.437853107344633,0.587962962962963,0.435969868173258,0.8125,0.447269303201507,0.521990740740741,0.489642184557439,0.509259259259259,0.628060263653484,0.300925925925926,0.504708097928437,0.428240740740741,0.507532956685499,0.618055555555556,0.508474576271186,0.741898148148148,0.506591337099812,0.396990740740741,0.769303201506591,0.636574074074074,0.771186440677966
"108_7",0.142857142857143,0.439052570768342,0.435102040816327,0.403812824956672,0.539591836734694,0.404390525707683,0.827755102040816,0.447718082033507,0.486530612244898,0.462738301559792,0.48,0.580589254766031,0.240816326530612,0.481802426343154,0.386122448979592,0.485846331600231,0.588571428571429,0.488734835355286,0.733061224489796,0.490467937608319,0.340408163265306,0.753899480069324,0.61469387755102,0.760831889081456
"215_1",0.201859229747676,0.446985446985447,0.428950863213811,0.40956340956341,0.552456839309429,0.406444906444906,0.782204515272244,0.45010395010395,0.49269588313413,0.468814968814969,0.49933598937583,0.566528066528067,0.280212483399734,0.490644490644491,0.406374501992032,0.48960498960499,0.580345285524568,0.48960498960499,0.703851261620186,0.491683991683992,0.375830013280212,0.743243243243243,0.612217795484728,0.743243243243243
"191_3",0.228110599078341,0.474530831099196,0.451612903225806,0.466487935656836,0.58294930875576,0.465594280607685,0.804147465437788,0.485254691689008,0.514976958525346,0.5218945487042,0.513824884792627,0.672028596961573,0.297235023041475,0.521000893655049,0.426267281105991,0.533512064343164,0.601382488479263,0.537086684539768,0.732718894009217,0.526362823949955,0.383640552995392,0.783735478105451,0.630184331797235,0.780160857908847
"287_1",0.173758865248227,0.485895221646517,0.460204885736801,0.455670696603339,0.566193853427896,0.455094991364421,0.829787234042553,0.468048359240069,0.513790386130812,0.505469199769718,0.523246650906225,0.629821531375936,0.269109535066982,0.530224525043178,0.418045705279748,0.533390903857225,0.602048857368006,0.528209556706966,0.746650906225374,0.516983304548071,0.386524822695035,0.797927461139896,0.677304964539007,0.776050662061025
"271_5",0.169189670525378,0.511306532663317,0.420302760463045,0.47927135678392,0.542297417631345,0.48429648241206,0.798753339269813,0.529522613065327,0.477292965271594,0.548366834170854,0.467497773820125,0.684673366834171,0.247551202137133,0.557788944723618,0.38646482635797,0.566582914572864,0.57346393588602,0.572236180904523,0.711487088156723,0.571608040201005,0.347284060552093,0.809045226130653,0.585040071237756,0.817211055276382
"250_2",0.192541856925419,0.468695143358689,0.445205479452055,0.46050321825629,0.569254185692542,0.463428905792861,0.80441400304414,0.484493856056173,0.503805175038052,0.512580456407256,0.503044140030441,0.635459332943242,0.262557077625571,0.514335868929198,0.401826484018265,0.525453481568169,0.593607305936073,0.530719719133997,0.729832572298326,0.527794031597425,0.365296803652968,0.795201872440023,0.612633181126332,0.794616734932709
"2006",0.186126373626374,0.460236018471011,0.461538461538462,0.417650076962545,0.578983516483517,0.416623909697281,0.84271978021978,0.445356593124679,0.520604395604396,0.490507952796306,0.531593406593407,0.625448948178553,0.270604395604396,0.504361210877373,0.433379120879121,0.513083632632119,0.605082417582418,0.50846587993843,0.76510989010989,0.489994869163674,0.407967032967033,0.79425346331452,0.65728021978022,0.786557208825038
"206_4",0.192771084337349,0.593235039028621,0.423694779116466,0.563746747614918,0.52710843373494,0.559410234171726,0.774096385542169,0.561144839549003,0.479919678714859,0.614917606244579,0.487951807228916,0.714657415437988,0.275100401606426,0.626192541196878,0.397590361445783,0.631396357328708,0.570281124497992,0.622723330442324,0.694779116465863,0.605377276669558,0.399598393574297,0.851691240242845,0.608433734939759,0.844752818733738
"324_3",0.219898605830165,0.45508166969147,0.47084917617237,0.433303085299456,0.565272496831432,0.443284936479129,0.814955640050697,0.492740471869329,0.512674271229404,0.49546279491833,0.503802281368821,0.642014519056261,0.296577946768061,0.493647912885662,0.419518377693283,0.506805807622504,0.598859315589354,0.51497277676951,0.723067173637516,0.514519056261343,0.357414448669202,0.740018148820327,0.624207858048162,0.755444646098004
"316_1",0.242369838420108,0.495469372961218,0.487432675044883,0.463211308445089,0.609964093357271,0.464298658934397,0.829443447037702,0.500181225081551,0.550269299820467,0.52953968829286,0.550718132854578,0.654584994563248,0.324955116696589,0.54367524465386,0.453770197486535,0.546937296121783,0.627468581687612,0.548387096774194,0.750897666068223,0.546212395795578,0.412477558348294,0.785429503443277,0.6508078994614,0.794490757520841
"2117",0.148874364560639,0.478809283551968,0.424110384894699,0.415741675075681,0.540305010893246,0.415237134207871,0.810457516339869,0.480827447023209,0.482933914306463,0.491422805247225,0.474219317356572,0.583753784056509,0.233841684822077,0.520181634712412,0.382716049382716,0.521695257315843,0.577342047930283,0.523713420787084,0.725490196078431,0.523713420787084,0.328976034858388,0.74217961654894,0.61437908496732,0.745206861755802
"314_7",0.204483324220886,0.465993856954805,0.429196282121378,0.469504168494954,0.55002733734281,0.475208424747696,0.766539092400219,0.477841158402808,0.486057955166758,0.523913997367266,0.484964461454347,0.666081614743309,0.270092946965555,0.515138218516893,0.395844723892838,0.534006143045195,0.574630945872061,0.539710399297938,0.699289229086933,0.525230364194822,0.349917987971569,0.76612549363756,0.605248769819574,0.769197016235191
"204_2",0.165775401069519,0.404444444444444,0.390374331550802,0.347777777777778,0.505347593582888,0.341111111111111,0.75,0.368888888888889,0.455882352941176,0.398888888888889,0.461229946524064,0.532222222222222,0.25,0.434444444444444,0.364973262032086,0.424444444444444,0.552139037433155,0.416666666666667,0.672459893048128,0.412222222222222,0.327540106951872,0.71,0.629679144385027,0.693333333333333
"296_2",0.174031890660592,0.456024930747922,0.44874715261959,0.428324099722992,0.541685649202733,0.421745152354571,0.810933940774487,0.454986149584488,0.502050113895216,0.477146814404432,0.504328018223235,0.622229916897507,0.258314350797267,0.501731301939058,0.401822323462415,0.501385041551247,0.597722095671982,0.501731301939058,0.737585421412301,0.502423822714681,0.353530751708428,0.775623268698061,0.621867881548975,0.78808864265928
"273_3",0.218954248366013,0.45682302771855,0.444444444444444,0.452025586353945,0.573856209150327,0.457356076759062,0.794771241830065,0.481876332622601,0.502614379084967,0.507462686567164,0.490196078431373,0.638059701492537,0.284967320261438,0.510660980810235,0.418300653594771,0.521855010660981,0.590849673202614,0.528251599147121,0.723529411764706,0.528251599147121,0.369934640522876,0.78997867803838,0.601960784313725,0.794243070362473
"198_1",0.156545209176788,0.464788732394366,0.427800269905533,0.42578548212351,0.538461538461538,0.422535211267606,0.813765182186235,0.434452871072589,0.483130904183536,0.470205850487541,0.487179487179487,0.601300108342362,0.256410256410256,0.502708559046587,0.395411605937922,0.498374864572048,0.584345479082321,0.489707475622969,0.721997300944669,0.47887323943662,0.375168690958165,0.746478873239437,0.647773279352227,0.734561213434453
"193_5",0.179787234042553,0.499151103565365,0.412765957446808,0.465195246179966,0.522340425531915,0.465195246179966,0.777659574468085,0.495755517826825,0.474468085106383,0.519524617996604,0.473404255319149,0.629881154499151,0.263829787234043,0.541595925297114,0.388297872340426,0.542444821731749,0.571276595744681,0.538200339558574,0.695744680851064,0.534804753820034,0.379787234042553,0.786926994906621,0.597872340425532,0.783531409168082
"241_1",0.171151776103337,0.481191222570533,0.429494079655544,0.479623824451411,0.571582346609257,0.475705329153605,0.834230355220667,0.469435736677116,0.503767491926803,0.525078369905956,0.502691065662002,0.656739811912226,0.263724434876211,0.526645768025078,0.41227125941873,0.537617554858934,0.597416576964478,0.53448275862069,0.745963401506997,0.517241379310345,0.368137782561894,0.775862068965517,0.641550053821313,0.775078369905956
"157_3",0.218604651162791,0.444040697674419,0.444651162790698,0.43531976744186,0.571162790697674,0.436773255813953,0.79906976744186,0.448401162790698,0.507906976744186,0.48546511627907,0.512558139534884,0.625,0.302325581395349,0.486191860465116,0.421395348837209,0.49781976744186,0.585116279069767,0.500726744186046,0.712558139534884,0.489098837209302,0.373953488372093,0.756540697674419,0.623255813953488,0.760174418604651
"138_3",0.173134328358209,0.490005402485143,0.416417910447761,0.433279308481902,0.528358208955224,0.433279308481902,0.782089552238806,0.477579686655862,0.473134328358209,0.497028633171259,0.472388059701493,0.62182603997839,0.256716417910448,0.53160453808752,0.382089552238806,0.522960561858455,0.570149253731343,0.519178822258239,0.697014925373134,0.522420313344138,0.358955223880597,0.783360345759049,0.61044776119403,0.7784981091302
"101_5",0.210831721470019,0.435751541014699,0.464861379754997,0.418207681365576,0.575112830431979,0.421052631578947,0.822695035460993,0.43859649122807,0.509993552546744,0.470839260312945,0.501611863313991,0.625889046941679,0.283687943262411,0.474158368895211,0.41779497098646,0.486012328117591,0.609284332688588,0.486012328117591,0.745325596389426,0.478899952584163,0.368794326241135,0.724513987671882,0.641521598968407,0.728781412991939
"2033",0.19451871657754,0.473600844772967,0.463903743315508,0.466209081309398,0.563502673796791,0.472016895459345,0.831550802139037,0.498944033790919,0.512700534759358,0.530095036958817,0.508021390374332,0.665258711721225,0.274732620320856,0.52428722280887,0.417112299465241,0.546462513199578,0.60427807486631,0.551742344244984,0.746657754010695,0.539598732840549,0.391042780748663,0.804118268215417,0.617647058823529,0.811510031678986
"157_4",0.214050493962678,0.509251101321586,0.437980241492865,0.493392070484582,0.548847420417124,0.496035242290749,0.789242590559824,0.509251101321586,0.499451152579583,0.552422907488987,0.502744237102086,0.653744493392071,0.290889132821076,0.561233480176211,0.413830954994512,0.569162995594714,0.587266739846323,0.568281938325991,0.714599341383096,0.555947136563877,0.389681668496158,0.802643171806167,0.604829857299671,0.804405286343612
"2034",0.122125297383029,0.490367775831874,0.367961934972244,0.475773496789259,0.484536082474227,0.470519556333917,0.785091197462331,0.48861646234676,0.429024583663759,0.537069468768243,0.41157811260904,0.659661412726211,0.206978588421887,0.544658493870403,0.344964314036479,0.552831290134267,0.540840602696273,0.552831290134267,0.685170499603489,0.545242265032107,0.321966693100714,0.809106830122592,0.568596352101507,0.806771745475773
"2110",0.232044198895028,0.462419113987058,0.470227133210559,0.445495271279243,0.598526703499079,0.445495271279243,0.809085328422345,0.46590343454455,0.538980969920196,0.515679442508711,0.543891958256599,0.658038825286212,0.30877839165132,0.516177202588352,0.446899938612646,0.531110004977601,0.608348680171885,0.532603285216526,0.737262124002455,0.520159283225485,0.407612031921424,0.789945246391239,0.643339472068754,0.789945246391239
"204_5",0.186092066601371,0.426265590608951,0.436826640548482,0.406456346294938,0.550440744368266,0.407190022010271,0.801175318315377,0.436537050623624,0.494613124387855,0.478356566397652,0.498530852105779,0.622890682318415,0.263467189030362,0.47982391782832,0.40254652301665,0.494497432134996,0.585700293829579,0.498899486426999,0.723800195886386,0.488628026412326,0.365328109696376,0.788701393983859,0.634671890303624,0.789435069699193
"326_2",0.213740458015267,0.488851727982163,0.464260929909785,0.445373467112598,0.55794587092297,0.440356744704571,0.825815405968078,0.483277591973244,0.51353226925746,0.488851727982163,0.511450381679389,0.607580824972129,0.300485773768217,0.507246376811594,0.421929215822346,0.504459308807135,0.614156835530881,0.502787068004459,0.736988202637058,0.502787068004459,0.385149201943095,0.770345596432553,0.657182512144344,0.769230769230769
"252_3",0.22027972027972,0.501589319771138,0.448426573426573,0.498410680228862,0.583916083916084,0.498410680228862,0.798076923076923,0.5092180546726,0.520104895104895,0.548633184996821,0.522727272727273,0.70057215511761,0.29458041958042,0.553083280356008,0.423951048951049,0.561347743165925,0.600524475524476,0.559440559440559,0.727272727272727,0.550540368722187,0.388111888111888,0.809917355371901,0.648601398601399,0.804831532104259
"144_1",0.184283342556724,0.463515754560531,0.435528500276702,0.43407960199005,0.554510237963475,0.434908789386401,0.804095185390149,0.46849087893864,0.492529053680133,0.483416252072969,0.488101826231323,0.588723051409619,0.268954067515219,0.501243781094527,0.397343663530714,0.500414593698176,0.591034864416159,0.500414593698176,0.717764250138351,0.502902155887231,0.378527946873271,0.751658374792703,0.591588267847261,0.750414593698176
"2099",0.166283084004603,0.525625744934446,0.473532796317606,0.495033770361542,0.618527042577675,0.496622963845848,0.889528193325662,0.524433849821216,0.542577675489068,0.578863726658721,0.545454545454545,0.721096543504172,0.255466052934407,0.583631307111641,0.424050632911392,0.593563766388558,0.639815880322209,0.591179976162098,0.802071346375144,0.579261025029797,0.4102416570771,0.829558998808105,0.662255466052934,0.827969805323798
"296_5",0.167555430816727,0.480237154150198,0.409205725512209,0.409090909090909,0.507156890261016,0.389328063241107,0.765366264383946,0.39158667419537,0.47291608195341,0.473178994918125,0.498737019365703,0.576510446075663,0.258490036486107,0.529079616036138,0.387594723547572,0.515527950310559,0.568060623070446,0.487577639751553,0.696042660679203,0.462168266516093,0.417064271681168,0.815358554488989,0.645804097670502,0.758893280632411
"260_1",0.166066164428431,0.42275,0.449066491975106,0.38775,0.570258761873567,0.388,0.830003275466754,0.42,0.507042253521127,0.43375,0.502456600065509,0.585,0.258434326891582,0.44575,0.40255486406813,0.45225,0.601048149361284,0.45275,0.740910579757615,0.44825,0.335407795610875,0.72075,0.661971830985915,0.71525
"176_3",0.193548387096774,0.486882716049383,0.44574780058651,0.457561728395062,0.541544477028348,0.454475308641975,0.78396871945259,0.472993827160494,0.49266862170088,0.50462962962963,0.49169110459433,0.64429012345679,0.27663734115347,0.520061728395062,0.405669599217986,0.521604938271605,0.580645161290323,0.520833333333333,0.704789833822092,0.513888888888889,0.390029325513196,0.763117283950617,0.61485826001955,0.763117283950617
"2048",0.141564318034906,0.45088161209068,0.40142210730446,0.430226700251889,0.528765352294764,0.430730478589421,0.779573367808662,0.44735516372796,0.468002585649644,0.503274559193955,0.473820297349709,0.646851385390428,0.222365869424693,0.517884130982368,0.361990950226244,0.524937027707809,0.561085972850679,0.526448362720403,0.70071105365223,0.519899244332494,0.341305753070459,0.809571788413098,0.592113768584357,0.812090680100756
"203_1",0.17478152309613,0.359066427289048,0.465667915106117,0.304308797127469,0.595505617977528,0.31149012567325,0.846441947565543,0.381508078994614,0.533083645443196,0.38689407540395,0.535580524344569,0.501795332136445,0.262172284644195,0.412926391382406,0.415730337078652,0.414721723518851,0.615480649188514,0.421005385996409,0.761548064918851,0.431777378815081,0.350811485642946,0.693895870736086,0.66167290886392,0.698384201077199
"115_3",0.203094777562863,0.421400264200793,0.450676982591876,0.402906208718626,0.588007736943907,0.401585204755614,0.831721470019342,0.429326287978864,0.516441005802708,0.453104359313078,0.518375241779497,0.565389696169089,0.27852998065764,0.472919418758256,0.421663442940039,0.47556142668428,0.613152804642166,0.476882430647292,0.752417794970986,0.479524438573316,0.377176015473888,0.725231175693527,0.653771760154739,0.73447820343461
"313_4",0.243865798698047,0.437037037037037,0.477215823735603,0.400411522633745,0.591887831747621,0.404526748971193,0.815222834251377,0.453086419753086,0.534301452178267,0.472427983539095,0.530295443164747,0.588888888888889,0.315473209814722,0.488888888888889,0.444667000500751,0.492592592592593,0.618427641462193,0.499588477366255,0.745618427641462,0.502880658436214,0.420630946419629,0.753497942386831,0.640460691036555,0.754320987654321
"231_3",0.158333333333333,0.462819089900111,0.406944444444444,0.443951165371809,0.526388888888889,0.445061043285239,0.795833333333333,0.486126526082131,0.465277777777778,0.493895671476138,0.451388888888889,0.639289678135405,0.227777777777778,0.500554938956715,0.368055555555556,0.51165371809101,0.569444444444444,0.520532741398446,0.715277777777778,0.519422863485017,0.301388888888889,0.76803551609323,0.609722222222222,0.770255271920089
